text_original,text_processed,true_label,predicted,true_sentiment,predicted_sentiment
Well done doing blood work..its hot out again,Well done doing blood work..its hot out again,1,0,neutral,negative
ontd is our god,ontd is our god,1,0,neutral,negative
whoa!! hahaha! wee going there in a bit! just watching Hugh Jackman`s interview at Oprah.,whoa!! hahaha! wee going there in a bit! just watching Hugh Jackman`s interview at Oprah.,2,1,positive,neutral
"gtg now, listen to cobra`s new song @ their myspace, ttyl santi love","gtg now, listen to cobra`s new song @ their myspace, ttyl santi love",1,2,neutral,positive
I like only the james bond series. Thats what a spy movie is!,I like only the james bond series. Thats what a spy movie is!,2,1,positive,neutral
Today wa eventful...,Today wa eventful...,2,1,positive,neutral
"horrible dream last night also had one in which i wa employed...sigh, if only.","horrible dream last night also had one in which i wa employed...sigh, if only.",1,0,neutral,negative
"Try have a read of the Paul Mckenna book I Can Make You Thin, it ha some good advice on how bad traditional 'diets' are","Try have a read of the Paul Mckenna book I Can Make You Thin, it ha some good advice on how bad traditional 'diets' are",1,2,neutral,positive
_Online When will the maintanance end? I would like to backup some stuff.,_Online When will the maintanance end? I would like to backup some stuff.,1,2,neutral,positive
Isn`t MSN in this case a lot easier? Hahaha!,Isn`t MSN in this case a lot easier? Hahaha!,2,1,positive,neutral
I miss you too. We`ll have to get together once everything settle down in a few weeks. Congrats on the house!,I miss you too. We`ll have to get together once everything settle down in a few weeks. Congrats on the house!,2,0,positive,negative
Farewell dinner with my kimmy. Last time i`ll see her in a while,Farewell dinner with my kimmy. Last time i`ll see her in a while,0,1,negative,neutral
i missed the sun a wa too busy gettin hot and bothered in the shop will have to make up for it at the weekend! x,i missed the sun a wa too busy gettin hot and bothered in the shop will have to make up for it at the weekend! x,1,0,neutral,negative
no NOT_it NOT_doesn`t...sheesh,no NOT_it NOT_doesn`t...sheesh,1,0,neutral,negative
I`m not! They frighten me to death..I just like to see all the boy in their leathers! wink We go every year. Brilliant atmos!,I`m not! They frighten me to death..I just like to see all the boy in their leathers! wink We go every year. Brilliant atmos!,0,2,negative,positive
My graduation day... And i feel like a failure...,My graduation day... And i feel like a failure...,1,0,neutral,negative
"No NOT_more NOT_pizza NOT_for NOT_Jamie? NOT_wtg NOT_URL NOT_(Britains NOT_got NOT_talent, NOT_sure NOT_has.)","No NOT_more NOT_pizza NOT_for NOT_Jamie? NOT_wtg NOT_URL NOT_(Britains NOT_got NOT_talent, NOT_sure NOT_has.)",1,0,neutral,negative
"Ironically, that thought go through my head (no pun intended) for *every* headache I have... Hope it go away soon.","Ironically, that thought go through my head (no pun intended) for *every* headache I have... Hope it go away soon.",1,0,neutral,negative
"Yesterday I didn`t do much because I wa just lazy, but today I don`t feel so good.","Yesterday I didn`t do much because I wa just lazy, but today I don`t feel so good.",0,1,negative,neutral
Sitting at the Connection listening to the employee reminisce and mope about their last shift,Sitting at the Connection listening to the employee reminisce and mope about their last shift,0,1,negative,neutral
stink what do you do anyway?,stink what do you do anyway?,0,1,negative,neutral
Gonna have to have arthroscopy to repair my knee,Gonna have to have arthroscopy to repair my knee,0,1,negative,neutral
Fixed my favourites. $180 and the heel fell off after 4 wear,Fixed my favourites. $180 and the heel fell off after 4 wear,2,1,positive,neutral
"So I wa just angrily told I wa extemely abusive...mentally, emotionally, & physically. It made my day. Nightss.","So I wa just angrily told I wa extemely abusive...mentally, emotionally, & physically. It made my day. Nightss.",0,1,negative,neutral
"Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody URL","Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody URL",0,1,negative,neutral
Oh cool! When is Alpha 1.18 coming out? Auto-connect wa the feature I wanted to request,Oh cool! When is Alpha 1.18 coming out? Auto-connect wa the feature I wanted to request,2,1,positive,neutral
'Perfect Practice make Perfect','Perfect Practice make Perfect',2,1,positive,neutral
"just woke up, I`m starving","just woke up, I`m starving",1,0,neutral,negative
ACK! Fast forward right through that Coldplay song.,ACK! Fast forward right through that Coldplay song.,1,2,neutral,positive
Leaving for Atlanta in the morning to catch JoCo and Pa & St!!! I`m excited! Missed P&S at D*Con last year. That made me a sad owl.,Leaving for Atlanta in the morning to catch JoCo and Pa & St!!! I`m excited! Missed P&S at D*Con last year. That made me a sad owl.,1,0,neutral,negative
ive spent a lazy day today finding some interesting people to follow it reinforced the saying... it take all sort of people ...,ive spent a lazy day today finding some interesting people to follow it reinforced the saying... it take all sort of people ...,1,2,neutral,positive
Ppl dont miss out on me on this Follow Superstar Sunday,Ppl dont miss out on me on this Follow Superstar Sunday,1,0,neutral,negative
"Beer, garden, IPOD, Friday night, shame I`ve got to work tomorrow","Beer, garden, IPOD, Friday night, shame I`ve got to work tomorrow",1,0,neutral,negative
ahhh...Lily`s new kitten just took a giant wet stinky ** on me,ahhh...Lily`s new kitten just took a giant wet stinky ** on me,0,1,negative,neutral
Your schmoo is moving? Are you sad?,Your schmoo is moving? Are you sad?,1,0,neutral,negative
Thats on Fox isnt it? Never NOT_watched NOT_it,Thats on Fox isnt it? Never NOT_watched NOT_it,1,0,neutral,negative
"'Isn`t she lovely? Isn`t she beautiful?' Sorry Stevie, you`re not NOT_really NOT_in NOT_a NOT_position NOT_to NOT_make NOT_that NOT_judgement NOT_HASHTAG_steviewonder","'Isn`t she lovely? Isn`t she beautiful?' Sorry Stevie, you`re not NOT_really NOT_in NOT_a NOT_position NOT_to NOT_make NOT_that NOT_judgement NOT_HASHTAG_steviewonder",0,1,negative,neutral
URL - AFC! Oh yes,URL - AFC! Oh yes,2,1,positive,neutral
"no NOT_your not NOT_they NOT_are NOT_very NOT_cute, NOT_how NOT_you NOT_going NOT_being NOT_a NOT_daddy?","no NOT_your not NOT_they NOT_are NOT_very NOT_cute, NOT_how NOT_you NOT_going NOT_being NOT_a NOT_daddy?",2,1,positive,neutral
"Screw the reviews, I thought Wolverine wa awesome. But not NOT_enough NOT_Dominic NOT_Monaghan NOT_for NOT_my NOT_liking.","Screw the reviews, I thought Wolverine wa awesome. But not NOT_enough NOT_Dominic NOT_Monaghan NOT_for NOT_my NOT_liking.",2,1,positive,neutral
"off to bed with finger and toe and everything crossed u pick me-lol! Hope ur well and got back safe,poor Jon **","off to bed with finger and toe and everything crossed u pick me-lol! Hope ur well and got back safe,poor Jon **",1,2,neutral,positive
Good Morning Everyone. !.!. Time for work,Good Morning Everyone. !.!. Time for work,1,2,neutral,positive
"_davis Are you headed to a conference? Oh and if you`re doing the book buying ban, you can always borrow, right?","_davis Are you headed to a conference? Oh and if you`re doing the book buying ban, you can always borrow, right?",1,2,neutral,positive
"Last one month due to summer, strawberry is not NOT_availble NOT_in NOT_the NOT_Chennai NOT_markets!","Last one month due to summer, strawberry is not NOT_availble NOT_in NOT_the NOT_Chennai NOT_markets!",0,1,negative,neutral
"..uups today is mother day???..sh***..iÃ¯Â¿Â½ve forgot it, my work doesnÃ¯Â¿Â½t have a end *sigh*..thank you for remind it","..uups today is mother day???..sh***..iÃ¯Â¿Â½ve forgot it, my work doesnÃ¯Â¿Â½t have a end *sigh*..thank you for remind it",1,2,neutral,positive
"Maybe because you got in 4 hour ago from an awesome night? Nah, that can`t be it.","Maybe because you got in 4 hour ago from an awesome night? Nah, that can`t be it.",1,2,neutral,positive
i dont get one? fine! i say texting is way more meaningful than twittering,i dont get one? fine! i say texting is way more meaningful than twittering,2,1,positive,neutral
so i feel like ** for saying HAPPY BELATED BIRFDAYY.. i`m only a month late,so i feel like ** for saying HAPPY BELATED BIRFDAYY.. i`m only a month late,0,2,negative,positive
Even ARNOLD couldn`t save the park URL - How is this providing jobs?,Even ARNOLD couldn`t save the park URL - How is this providing jobs?,0,1,negative,neutral
"You know, you can read almost all your Tweets a some sort of disgusting euphamism. It`s quite fun","You know, you can read almost all your Tweets a some sort of disgusting euphamism. It`s quite fun",1,2,neutral,positive
"it really incredibly gross outside, so im hoping to get alot done int he house today! including pic on the blog! morning friends!","it really incredibly gross outside, so im hoping to get alot done int he house today! including pic on the blog! morning friends!",2,1,positive,neutral
I did?! yay! Where did I get that extra Ã¯Â¿Â½300 from? Hmm.. anyway I`m going to be partying hard when I get it,I did?! yay! Where did I get that extra Ã¯Â¿Â½300 from? Hmm.. anyway I`m going to be partying hard when I get it,2,1,positive,neutral
"oh, joy. We have the Elmo potty video too.","oh, joy. We have the Elmo potty video too.",2,1,positive,neutral
i just woke up and remembered there no NOT_school!!! NOT_life NOT_is NOT_good NOT_xx,i just woke up and remembered there no NOT_school!!! NOT_life NOT_is NOT_good NOT_xx,2,1,positive,neutral
Cant NOT_wait NOT_to NOT_do NOT_some NOT_of NOT_those NOT_things,Cant NOT_wait NOT_to NOT_do NOT_some NOT_of NOT_those NOT_things,2,1,positive,neutral
You can find more info on getonu2.com We hope to launch the project this week. Then we`ll really need some help to release it!,You can find more info on getonu2.com We hope to launch the project this week. Then we`ll really need some help to release it!,1,2,neutral,positive
"I have been subtly replacing it with 'penetration testing' when I see it, but nobody`s caught on yet.","I have been subtly replacing it with 'penetration testing' when I see it, but nobody`s caught on yet.",1,0,neutral,negative
I tried that pincode... and it say it is expired... you only just put it up.,I tried that pincode... and it say it is expired... you only just put it up.,1,0,neutral,negative
hearing the bird chirp make me think it nice outside...well it not NOT_rain NOT_rain NOT_go NOT_away!!!,hearing the bird chirp make me think it nice outside...well it not NOT_rain NOT_rain NOT_go NOT_away!!!,2,1,positive,neutral
"New crisis, my bag is too eavy for my DoE","New crisis, my bag is too eavy for my DoE",1,2,neutral,positive
well we aren`t normal then because 1. we can`t drive in mexico (you have to be 18) and 2. there are no NOT_dairy NOT_queens NOT_here,well we aren`t normal then because 1. we can`t drive in mexico (you have to be 18) and 2. there are no NOT_dairy NOT_queens NOT_here,0,1,negative,neutral
Is constantly listening to the song Fly with Me...b/c it`s the cutest song...'Peter Pan & Wendy turned out fine',Is constantly listening to the song Fly with Me...b/c it`s the cutest song...'Peter Pan & Wendy turned out fine',2,1,positive,neutral
yeah I know. I need to get back into twittering. Just haven`t felt it. but yes. Thank god for txtin. I would miss ya more,yeah I know. I need to get back into twittering. Just haven`t felt it. but yes. Thank god for txtin. I would miss ya more,1,0,neutral,negative
"we had scone this afternoon!! they were great we`re gonna make cupcake this week, on Wednesday!","we had scone this afternoon!! they were great we`re gonna make cupcake this week, on Wednesday!",1,2,neutral,positive
I`m at the cub game and it is so cold. I think it going to rain.,I`m at the cub game and it is so cold. I think it going to rain.,1,0,neutral,negative
I`m gonna cryyy!!! My car looked so good clean and it ** raining!?! I always do this...wash it right before it rain,I`m gonna cryyy!!! My car looked so good clean and it ** raining!?! I always do this...wash it right before it rain,1,2,neutral,positive
I saw amazing heeels. But they were too big,I saw amazing heeels. But they were too big,1,2,neutral,positive
"I hate dreaming that your at some awesome party and you wake up at home, there wa jager at the party too","I hate dreaming that your at some awesome party and you wake up at home, there wa jager at the party too",0,1,negative,neutral
At least you made it,At least you made it,2,1,positive,neutral
say Goodmorning. URL,say Goodmorning. URL,1,2,neutral,positive
SB 239K. Flop A Q 9. 4 player check. Turn 9. I check call 200 bet. River brick. I check call with trip 9`s with K kick. He show A9.,SB 239K. Flop A Q 9. 4 player check. Turn 9. I check call 200 bet. River brick. I check call with trip 9`s with K kick. He show A9.,1,0,neutral,negative
Zach G. get an extensive profile in this weekend`s NY Times Magazine. The chance of u falling in love are getting fewer and fewer.,Zach G. get an extensive profile in this weekend`s NY Times Magazine. The chance of u falling in love are getting fewer and fewer.,0,1,negative,neutral
